[14:35:28] [main/INFO]: ModLauncher running: args [--username, Yuu144Y, --version, forge-47.3.0, --gameDir, C:\Users\Yuu14\curseforge\minecraft\Instances\144Craft, --assetsDir, C:\Users\Yuu14\curseforge\minecraft\Install\assets, --assetIndex, 5, --uuid, 0fffc02a5c5649299daea19b9ee969a0, --accessToken, ????????, --clientId, MzhlZmZiMGItZGU3MC00NDQ1LTkwOGItNjVhY2I3YmY2ZWI5, --xuid, 2535408374808481, --userType, msa, --versionType, release, --width, 1024, --height, 768, --quickPlayPath, C:\Users\Yuu14\curseforge\minecraft\Install\quickPlay\java\1739712926884.json, --launchTarget, forgeclient, --fml.forgeVersion, 47.3.0, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412]
[14:35:28] [main/INFO]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.8 by Microsoft; OS Windows 11 arch amd64 version 10.0
[14:35:29] [main/INFO]: Loading ImmediateWindowProvider fmlearlywindow
[14:35:29] [main/INFO]: Trying GL version 4.6
[14:35:30] [main/INFO]: Requested GL version 4.6 got version 4.6
[14:35:30] [main/INFO]: Mixin Transmogrifier is definitely up to no good...
[14:35:30] [main/INFO]: crimes against java were committed
[14:35:30] [main/INFO]: Original mixin transformation service successfully crobbed by mixin-transmogrifier!
[14:35:30] [main/INFO]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/C:/Users/Yuu14/curseforge/minecraft/Instances/144Craft/mods/Connector-1.0.0-beta.46+1.20.1.jar%23384%23387!/ Service=ModLauncher Env=CLIENT
[14:35:30] [pool-2-thread-1/INFO]: GL info: NVIDIA GeForce RTX 3070 Ti/PCIe/SSE2 GL version 4.6.0 NVIDIA 566.36, NVIDIA Corporation
[14:35:47] [Render thread/INFO]: Using shaderpack: ComplementaryReimagined_r5.3.zip
[14:35:48] [modloading-worker-0/INFO]: Hello 1.20.1 Create!
[14:35:48] [modloading-worker-0/INFO]: Registering S2C receiver with id architectury:sync_ids
[14:35:48] [modloading-worker-0/INFO]: Registering C2S receiver with id architectury:sync_ids
[14:35:48] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbessentials:update_tab_name
[14:35:48] [modloading-worker-0/INFO]: Registering items for Create Deco
[14:35:48] [modloading-worker-0/WARN]: Mod(s) [oculus, embeddium_extra] are modifying Embeddium class me.jellysquid.mods.sodium.client.gui.SodiumOptionsGUI, which may cause instability.
[14:35:48] [modloading-worker-0/INFO]: Better Compatibility Checker starting
[14:35:48] [modloading-worker-0/INFO]: Scanning classes for industrialforegoing
[14:35:48] [modloading-worker-0/WARN]: Static binding violation: PRIVATE @Overwrite method m_215924_ in modernfix-forge.mixins.json:perf.tag_id_caching.TagEntryMixin from mod modernfix cannot reduce visibiliy of PUBLIC target method, visibility will be upgraded.
[14:35:48] [modloading-worker-0/INFO]: Found FeaturePluginInstance for class PatchouliPlugin for plugin patchouli
[14:35:48] [modloading-worker-0/INFO]: Found FeaturePluginInstance for class CuriosPlugin for plugin curios
[14:35:48] [modloading-worker-0/INFO]: Constructed class PatchouliPlugin for plugin patchouli for mod industrialforegoing
[14:35:48] [modloading-worker-0/INFO]: Constructed class CuriosPlugin for plugin curios for mod industrialforegoing
[14:35:48] [modloading-worker-0/INFO]: Executing phase CONSTRUCTION for plugin class PatchouliPlugin
[14:35:48] [modloading-worker-0/INFO]: Executing phase CONSTRUCTION for plugin class CuriosPlugin
[14:35:48] [modloading-worker-0/INFO]: Executing phase PRE_INIT for plugin class PatchouliPlugin
[14:35:48] [modloading-worker-0/INFO]: Executing phase PRE_INIT for plugin class CuriosPlugin
[14:35:48] [modloading-worker-0/INFO]: Registering blocks for Create Deco
[14:35:48] [modloading-worker-0/INFO]: Initializing Update Checker...
[14:35:48] [ Iron Furnaces Update Checker/INFO]: Starting Update Check...
[14:35:48] [ Iron Furnaces Update Checker/INFO]: Update Check done!
[14:35:48] [ Iron Furnaces Update Checker/INFO]: Iron Furnaces is up to date!
[14:35:48] [modloading-worker-0/INFO]: Registering C2S receiver with id powah:packet
[14:35:48] [modloading-worker-0/INFO]: Initialize mod Library Ferret
[14:35:48] [modloading-worker-0/INFO]: Initialized mod Library Ferret
[14:35:48] [modloading-worker-0/INFO]: [Indigo] Registering Indigo renderer!
[14:35:48] [modloading-worker-0/INFO]: Forge mod loading, version 47.3.0, for MC 1.20.1 with MCP 20230612.114412
[14:35:48] [modloading-worker-0/INFO]: MinecraftForge v47.3.0 Initialized
[14:35:48] [modloading-worker-0/WARN]: @Inject(@At("INVOKE")) Shift.BY=5 on attributeslib.mixins.json:client.ClientPacketListenerMixin from mod attributeslib::handler$bhb000$attributeslib$apoth_postAttrChangedEvent exceeds the maximum allowed value: 0. Increase the value of maxShiftBy to suppress this warning.
[14:35:48] [modloading-worker-0/INFO]: Executing phase INIT for plugin class PatchouliPlugin
[14:35:48] [modloading-worker-0/INFO]: Executing phase INIT for plugin class CuriosPlugin
[14:35:49] [modloading-worker-0/INFO]: Hello Forge world!
[14:35:49] [modloading-worker-0/INFO]: Executing phase POST_INIT for plugin class PatchouliPlugin
[14:35:49] [modloading-worker-0/INFO]: Executing phase POST_INIT for plugin class CuriosPlugin
[14:35:49] [modloading-worker-0/INFO]: Oculus detected.
[14:35:49] [modloading-worker-0/INFO]: Create: Dragon Lib 1.4.3 has initialized, ready to support your Create add-ons!
[14:35:49] [modloading-worker-0/INFO]: Fixing MC-151457. Crafting remainder for minecraft:pufferfish_bucket is now minecraft:bucket.
[14:35:49] [modloading-worker-0/INFO]: Fixing MC-151457. Crafting remainder for minecraft:salmon_bucket is now minecraft:bucket.
[14:35:49] [modloading-worker-0/INFO]: Fixing MC-151457. Crafting remainder for minecraft:cod_bucket is now minecraft:bucket.
[14:35:49] [modloading-worker-0/INFO]: Fixing MC-151457. Crafting remainder for minecraft:tropical_fish_bucket is now minecraft:bucket.
[14:35:49] [modloading-worker-0/INFO]: Fixing MC-151457. Crafting remainder for minecraft:axolotl_bucket is now minecraft:bucket.
[14:35:49] [modloading-worker-0/INFO]: Fixing MC-151457. Crafting remainder for minecraft:powder_snow_bucket is now minecraft:bucket.
[14:35:49] [modloading-worker-0/INFO]: Fixing MC-151457. Crafting remainder for minecraft:tadpole_bucket is now minecraft:bucket.
[14:35:49] [modloading-worker-0/INFO]: Steam 'n' Rails v1.6.7 initializing! Commit hash: 0a7cc000d6c7a1419919bc3e315bc62932287eb9 on Create version: 0.5.1j on platform: Forge
[14:35:50] [modloading-worker-0/INFO]: [MELODY] Loading Melody background audio library..
[14:35:50] [modloading-worker-0/INFO]: Sending ConfigManager...
[14:35:50] [modloading-worker-0/INFO]: Sending ConfigManager took 16.59 ms
[14:35:50] [modloading-worker-0/INFO]: [KONKRETE] Successfully initialized!
[14:35:50] [modloading-worker-0/INFO]: [KONKRETE] Server-side libs ready to use!
[14:35:51] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbultimine:send_shape
[14:35:51] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbultimine:key_pressed
[14:35:51] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbultimine:mode_changed
[14:35:51] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbultimine:sync_config_from_server
[14:35:51] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbultimine:sync_config_to_server
[14:35:51] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbultimine:edit_config
[14:35:51] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbultimine:sync_ultimine_time
[14:35:51] [modloading-worker-0/INFO]: Kotlin For Forge Enabled!
[14:35:51] [modloading-worker-0/INFO]: Registering S2C receiver with id ftblibrary:edit_nbt
[14:35:51] [modloading-worker-0/INFO]: Registering C2S receiver with id ftblibrary:edit_nbt_response
[14:35:51] [modloading-worker-0/INFO]: Registering S2C receiver with id ftblibrary:sync_known_server_registries
[14:35:51] [modloading-worker-0/INFO]: Registering S2C receiver with id ftblibrary:edit_config
[14:35:51] [modloading-worker-0/INFO]: Found 2 RS API injection points
[14:35:51] [modloading-worker-0/INFO]: Injected RS API in org.cyclops.integrateddynamicscompat.modcompat.refinedstorage.aspect.RefinedStorageAspects RS
[14:35:51] [modloading-worker-0/INFO]: Injected RS API in com.refinedmods.refinedstorageaddons.RSAddons RSAPI
[14:35:51] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbteams:sync_teams
[14:35:51] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbteams:sync_message_history
[14:35:51] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbteams:open_gui
[14:35:51] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbteams:open_my_team_gui
[14:35:51] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbteams:update_settings
[14:35:51] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbteams:update_settings_response
[14:35:51] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbteams:send_message
[14:35:51] [modloading-worker-0/WARN]: The mod rubidium was detected: disabling morphing animation to avoid crashing while rendering.
[14:35:51] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbteams:send_message_response
[14:35:51] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbteams:update_presence
[14:35:51] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbteams:create_party
[14:35:51] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbteams:player_gui_operation
[14:35:51] [modloading-worker-0/INFO]: Loaded common.properties
[14:35:51] [modloading-worker-0/INFO]: Loaded dev.properties
[14:35:51] [modloading-worker-0/INFO]: Looking for KubeJS plugins...
[14:35:51] [modloading-worker-0/INFO]: Found plugin source kubejs
[14:35:51] [modloading-worker-0/WARN]: Plugin dev.latvian.mods.kubejs.integration.forge.gamestages.GameStagesIntegration does not have required mod gamestages loaded, skipping
[14:35:51] [modloading-worker-0/INFO]: Found plugin source kubejspowah
[14:35:51] [modloading-worker-0/INFO]: Found plugin source ftbxmodcompat
[14:35:51] [modloading-worker-0/WARN]: Plugin dev.ftb.mods.ftbxmodcompat.ftbfiltersystem.kubejs.FFSKubeJSPlugin does not have required mod ftbfiltersystem loaded, skipping
[14:35:51] [modloading-worker-0/INFO]: Found plugin source cucumber
[14:35:51] [modloading-worker-0/INFO]: Done in 182.4 ms
[14:35:51] [modloading-worker-0/INFO]: Registering C2S receiver with id itemfilters:main/14e7fa1454283aec8ae811ef844ada28
[14:35:51] [modloading-worker-0/INFO]: Registering S2C receiver with id itemfilters:main/14e7fa1454283aec8ae811ef844ada28
[14:35:51] [modloading-worker-0/INFO]: Registering C2S receiver with id itemfilters:main/8f6a899247753217b9d86ab427a2b279
[14:35:51] [modloading-worker-0/INFO]: Registering S2C receiver with id itemfilters:main/8f6a899247753217b9d86ab427a2b279
[14:35:51] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:sync_quests
[14:35:51] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:sync_team_data
[14:35:51] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:update_task_progress
[14:35:51] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:submit_task
[14:35:51] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:claim_reward
[14:35:51] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:claim_reward_response
[14:35:51] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:sync_editing_mode
[14:35:51] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:get_emergency_items
[14:35:51] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:create_other_team_data
[14:35:51] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:claim_all_rewards
[14:35:51] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:claim_choice_reward
[14:35:51] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:display_completion_toast
[14:35:51] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:display_reward_toast
[14:35:51] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:display_item_reward_toast
[14:35:51] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:toggle_pinned
[14:35:51] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:toggle_pinned_response
[14:35:51] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:toggle_chapter_pinned
[14:35:51] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:toggle_chapter_pinned_response
[14:35:51] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:toggle_editing_mode
[14:35:51] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:force_save
[14:35:51] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:update_team_data
[14:35:51] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:set_custom_image
[14:35:51] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:object_started
[14:35:51] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:object_completed
[14:35:51] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:object_started_reset
[14:35:51] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:object_completed_reset
[14:35:51] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:sync_lock
[14:35:51] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:reset_reward
[14:35:51] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:team_data_changed
[14:35:51] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:task_screen_config_req
[14:35:51] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:task_screen_config_resp
[14:35:51] [modloading-worker-0/INFO]: Registering C2S receiver with id artifacts:networking_channel/42a7ad70b1cc371599a0eff744096b8a
[14:35:51] [modloading-worker-0/INFO]: Registering S2C receiver with id artifacts:networking_channel/42a7ad70b1cc371599a0eff744096b8a
[14:35:51] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:change_progress
[14:35:51] [modloading-worker-0/INFO]: Registering C2S receiver with id artifacts:networking_channel/74a5e841822a3a87854ae896a33430d6
[14:35:51] [modloading-worker-0/INFO]: Registering S2C receiver with id artifacts:networking_channel/74a5e841822a3a87854ae896a33430d6
[14:35:51] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:create_object
[14:35:51] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:create_object_response
[14:35:51] [modloading-worker-0/INFO]: Registering C2S receiver with id artifacts:networking_channel/eb3d1e2748533430848cadf0f37c7e9c
[14:35:51] [modloading-worker-0/INFO]: Registering S2C receiver with id artifacts:networking_channel/eb3d1e2748533430848cadf0f37c7e9c
[14:35:51] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:create_task_at
[14:35:51] [modloading-worker-0/INFO]: Registering C2S receiver with id artifacts:networking_channel/91c8520f19f93b3e8b6a727568e194ab
[14:35:51] [modloading-worker-0/INFO]: Registering S2C receiver with id artifacts:networking_channel/91c8520f19f93b3e8b6a727568e194ab
[14:35:51] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:delete_object
[14:35:51] [modloading-worker-0/INFO]: Registering C2S receiver with id artifacts:networking_channel/8c2784d778293fd482ed84b8aa5fedb9
[14:35:51] [modloading-worker-0/INFO]: Registering S2C receiver with id artifacts:networking_channel/8c2784d778293fd482ed84b8aa5fedb9
[14:35:51] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:delete_object_response
[14:35:51] [modloading-worker-0/INFO]: Registering C2S receiver with id artifacts:networking_channel/ea038224ea783d40b2863f52239e2604
[14:35:51] [modloading-worker-0/INFO]: Registering S2C receiver with id artifacts:networking_channel/ea038224ea783d40b2863f52239e2604
[14:35:51] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:edit_object
[14:35:51] [modloading-worker-0/INFO]: Registering C2S receiver with id artifacts:networking_channel/97ad64b7ecaf33209991c4f031501a58
[14:35:51] [modloading-worker-0/INFO]: Registering S2C receiver with id artifacts:networking_channel/97ad64b7ecaf33209991c4f031501a58
[14:35:51] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:edit_object_response
[14:35:51] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:move_chapter
[14:35:51] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:move_chapter_response
[14:35:51] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:move_quest
[14:35:51] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:move_quest_response
[14:35:51] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:change_chapter_group
[14:35:51] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:change_chapter_group_response
[14:35:51] [modloading-worker-0/INFO]: Here we go! Launching Dungeon Crawl 2.3.14...
[14:35:51] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:move_chapter_group
[14:35:51] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:move_chapter_group_response
[14:35:51] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:sync_reward_blocking
[14:35:51] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:copy_quest
[14:35:51] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:copy_chapter_image
[14:35:51] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:sync_structures_request
[14:35:51] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:sync_structures_response
[14:35:51] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbquests:request_team_data
[14:35:51] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:sync_editor_permission
[14:35:51] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:open_quest_book
[14:35:51] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbquests:clear_display_cache
[14:35:52] [modloading-worker-0/INFO]: [FTB Quests] Enabled KubeJS integration
[14:35:52] [modloading-worker-0/INFO]: [FTB Chunks] Enabled KubeJS integration
[14:35:52] [modloading-worker-0/INFO]: Loading Rhino Minecraft remapper...
[14:35:52] [modloading-worker-0/INFO]: Rhino properties loaded.
[14:35:52] [modloading-worker-0/INFO]: Loading mappings for 1.20.1
[14:35:52] [modloading-worker-0/INFO]: Thirdparty integration activated for [cofh_core,jei,mekanism,curios,patchouli,create]
[14:35:52] [modloading-worker-0/INFO]: Knock Knock...
[14:35:52] [modloading-worker-0/WARN]: Reactor detonation initiated.
[14:35:52] [modloading-worker-0/INFO]: Wait... NO! What?
[14:35:52] [modloading-worker-0/INFO]: Stop That! That's not how this works!
[14:35:52] [modloading-worker-0/WARN]: Calculating explosion ETA
[14:35:52] [modloading-worker-0/INFO]: Ahh... NO... NONONO! DONT DO THAT!!! STOP THIS NOW!
[14:35:52] [modloading-worker-0/WARN]: **Explosion Imminent!!!**
[14:35:52] [modloading-worker-0/INFO]: Well...... fork...
[14:35:52] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbchunks:request_map_data
[14:35:52] [modloading-worker-0/INFO]: Done in 0.049 s
[14:35:52] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbchunks:share_waypoint
[14:35:52] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbchunks:send_all_chunks
[14:35:52] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbchunks:login_data
[14:35:52] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbchunks:request_chunk_change
[14:35:52] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbchunks:send_chunk
[14:35:52] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbchunks:send_general_data
[14:35:52] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbchunks:teleport_from_map
[14:35:52] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbchunks:player_death
[14:35:52] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbchunks:send_visible_player_list
[14:35:52] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbchunks:sync_tx
[14:35:52] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbchunks:sync_rx
[14:35:52] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbchunks:loaded_chunk_view
[14:35:52] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbchunks:send_player_position
[14:35:52] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbchunks:update_force_load_expiry
[14:35:52] [modloading-worker-0/INFO]: Registering C2S receiver with id ftbchunks:server_config_request
[14:35:52] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbchunks:server_config_response
[14:35:52] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbchunks:chunk_change_response
[14:35:52] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbchunks:request_block_color
[14:35:52] [modloading-worker-0/INFO]: Registering S2C receiver with id ftbchunks:add_waypoint
[14:35:52] [modloading-worker-0/WARN]: @Inject(@At("INVOKE")) Shift.BY=2 on create_connected.mixins.json:sequencedgearshift.SequencedGearshiftScreenMixin from mod create_connected::handler$dkm000$create_connected$updateParamsOfRow exceeds the maximum allowed value: 0. Increase the value of maxShiftBy to suppress this warning.
[14:35:52] [modloading-worker-0/INFO]: Scanning classes for titanium
[14:35:52] [modloading-worker-0/INFO]: Initialised items.
[14:35:52] [modloading-worker-0/INFO]: Initialised blocks.
[14:35:52] [modloading-worker-0/INFO]: Initialised block entities.
[14:35:52] [modloading-worker-0/INFO]: Replaced 1 calls to Enchantment#getMaxLevel() in net/minecraft/world/entity/npc/VillagerTrades$EnchantBookForEmeralds
[14:35:52] [modloading-worker-0/INFO]: Replaced 1 calls to Enchantment#isTreasureOnly() in net/minecraft/world/entity/npc/VillagerTrades$EnchantBookForEmeralds
[14:35:52] [modloading-worker-0/INFO]: Replaced 1 calls to Enchantment#isTradeable() in net/minecraft/world/entity/npc/VillagerTrades$EnchantBookForEmeralds
[14:35:52] [modloading-worker-0/INFO]: Registering mod: allthecompressed
[14:35:52] [modloading-worker-0/INFO]: Registering overlays for loaded mods: [alltheores, allthetweaks, minecraft, powah, productivebees, supplementaries]
[14:35:52] [modloading-worker-0/INFO]: Skipping overlays for absent mods: [allthemodium, botania, enderio]
[14:35:52] [modloading-worker-0/INFO]: [FANCYMENU] Loading v3.3.2 in client-side mode on FORGE!
[14:35:52] [modloading-worker-0/INFO]: Registered plugin: com.blakebr0.mysticalagriculture.lib.ModCorePlugin
[14:35:52] [modloading-worker-0/INFO]: Registered plugin: com.blakebr0.mysticalagradditions.lib.ModCorePlugin
[14:35:52] [modloading-worker-0/INFO]: Loaded 2 plugins
[14:35:52] [modloading-worker-0/INFO]: Replaced 1 calls to Enchantment#getMaxLevel() in org/violetmoon/quark/content/experimental/module/GameNerfsModule
[14:35:52] [modloading-worker-0/INFO]: Registering mod: pylons
[14:35:52] [modloading-worker-0/INFO]: [JUST ZOOM] Starting version 2.0.0 on Forge..
[14:35:52] [modloading-worker-0/INFO]: ExpandAbility here, who dis?
[14:35:52] [modloading-worker-0/INFO]: Registered 1 network packets
[14:35:53] [modloading-worker-0/INFO]: Replaced 5 calls to Enchantment#getMaxLevel() in org/violetmoon/quark/content/tools/module/AncientTomesModule
[14:35:53] [modloading-worker-0/INFO]: Added bindings for script type STARTUP from mod 'almostunified': [AlmostUnified]
[14:35:53] [modloading-worker-0/INFO]: Registered bogey styles from railways
[14:35:53] [modloading-worker-0/INFO]: Discovered 164 modules to load.
[14:35:53] [modloading-worker-0/INFO]: Constructing module Abacus...
[14:35:53] [modloading-worker-0/INFO]: Constructing module Adjustable Chat...
[14:35:53] [modloading-worker-0/INFO]: Constructing module Ambient Discs...
[14:35:53] [modloading-worker-0/INFO]: Constructing module Ancient Tomes...
[14:35:53] [modloading-worker-0/INFO]: Replaced 3 calls to Enchantment#getMaxLevel() in org/violetmoon/quark/content/tools/item/AncientTomeItem
[14:35:53] [modloading-worker-0/INFO]: Constructing module Ancient Wood...
[14:35:53] [modloading-worker-0/INFO]: Constructing module Armed Armor Stands...
[14:35:53] [modloading-worker-0/INFO]: Constructing module Auto Walk Keybind...
[14:35:53] [modloading-worker-0/INFO]: Constructing module Automatic Recipe Unlock...
[14:35:53] [modloading-worker-0/INFO]: Constructing module Automatic Tool Restock...
[14:35:53] [modloading-worker-0/INFO]: Constructing module Azalea Wood...
[14:35:53] [modloading-worker-0/INFO]: Constructing module Back Button Keybind...
[14:35:53] [modloading-worker-0/INFO]: Constructing module Backpack...
[14:35:53] [modloading-worker-0/INFO]: Constructing module Beacon Redirection...
[14:35:53] [modloading-worker-0/INFO]: Constructing module Better Elytra Rocket...
[14:35:53] [modloading-worker-0/INFO]: Constructing module Big Stone Clusters...
[14:35:53] [modloading-worker-0/INFO]: Constructing module Blossom Trees...
[14:35:53] [modloading-worker-0/INFO]: Constructing module Bottled Cloud...
[14:35:53] [modloading-worker-0/INFO]: Loaded script startup_scripts:144craft.js in 0.148 s
[14:35:53] [modloading-worker-0/INFO]: Loaded script startup_scripts:cataclysm.js in 0.001 s
[14:35:53] [modloading-worker-0/INFO]: Constructing module Buckets Show Inhabitants...
[14:35:53] [modloading-worker-0/INFO]: Constructing module Camera...
[14:35:53] [modloading-worker-0/INFO]: Constructing module Campfires Boost Elytra...
[14:35:53] [modloading-worker-0/INFO]: Constructing module Celebratory Lamps...
[14:35:53] [modloading-worker-0/INFO]: Constructing module Chains Connect Blocks...
[14:35:53] [modloading-worker-0/INFO]: Constructing module Chest Searching...
[14:35:53] [modloading-worker-0/INFO]: Constructing module Chorus Vegetation...
[14:35:53] [modloading-worker-0/INFO]: Constructing module Chute...
[14:35:53] [modloading-worker-0/INFO]: Constructing module Climate Control Remover...
[14:35:53] [modloading-worker-0/INFO]: Constructing module Color Runes...
[14:35:53] [modloading-worker-0/INFO]: Loaded 2/2 KubeJS startup scripts in 1.001 s with 0 errors and 0 warnings
[14:35:53] [modloading-worker-0/INFO]: Constructing module Compasses Work Everywhere...
[14:35:53] [modloading-worker-0/INFO]: Constructing module Compressed Blocks...
[14:35:53] [modloading-worker-0/INFO]: Constructing module Coral On Cactus...
[14:35:53] [modloading-worker-0/INFO]: Constructing module Corundum...
[14:35:53] [modloading-worker-0/INFO]: Constructing module Crabs...
[14:35:53] [modloading-worker-0/INFO]: Constructing module Crafter...
[14:35:53] [modloading-worker-0/INFO]: Constructing module Crate...
[14:35:53] [modloading-worker-0/INFO]: Constructing module Diamond Repair...
[14:35:53] [modloading-worker-0/INFO]: Constructing module Dispensers Place Blocks...
[14:35:53] [modloading-worker-0/INFO]: Constructing module Double Door Opening...
[14:35:53] [modloading-worker-0/INFO]: Constructing module Dragon Scales...
[14:35:53] [modloading-worker-0/INFO]: Constructing module Duskbound Blocks...
[14:35:53] [modloading-worker-0/INFO]: Constructing module Dyeable Item Frames...
[14:35:53] [modloading-worker-0/INFO]: Constructing module Easy Transfering...
[14:35:53] [modloading-worker-0/INFO]: Constructing module Elytra Indicator...
[14:35:53] [modloading-worker-0/INFO]: Constructing module Emotes...
[14:35:53] [modloading-worker-0/INFO]: Constructing module Enchantment Predicates...
[14:35:53] [modloading-worker-0/INFO]: Constructing module Enchantments Begone...
[14:35:53] [modloading-worker-0/INFO]: Constructing module Ender Watcher...
[14:35:53] [modloading-worker-0/INFO]: Constructing module Endermosh Music Disc...
[14:35:53] [modloading-worker-0/INFO]: Constructing module Enhanced Ladders...
[14:35:53] [modloading-worker-0/INFO]: Constructing module Expanded Item Interactions...
[14:35:53] [modloading-worker-0/INFO]: Constructing module Fairy Rings...
[14:35:53] [modloading-worker-0/INFO]: Constructing module Fallen Logs...
[14:35:53] [modloading-worker-0/INFO]: Constructing module Feeding Trough...
[14:35:53] [modloading-worker-0/INFO]: Constructing module Forgotten...
